x,y
0.0,0.33860080833915407
0.000999000999000999,0.33841415932866376
0.001998001998001998,0.3384141593286301
0.002997002997002997,0.33841415932862984
0.003996003996003996,0.3384141593286291
0.004995004995004995,0.3384141593286276
0.005994005994005994,0.33841415932862734
0.006993006993006993,0.33841415932862734
0.007992007992007992,0.33841415932862734
0.008991008991008992,0.33841415932862734
0.00999000999000999,0.33841415932862734
0.010989010989010988,0.33841415932862734
0.011988011988011988,0.33841415932862734
0.012987012987012988,0.33841415932862734
0.013986013986013986,0.33841415932862734
0.014985014985014984,0.33841416813453307
0.015984015984015984,0.3384143894857403
0.016983016983016984,0.3384143894196945
0.017982017982017984,0.33841438941965346
0.01898101898101898,0.3384143894196511
0.01998001998001998,0.3384143894196511
0.02097902097902098,0.3384143894196511
0.021978021978021976,0.3384143894196511
0.022977022977022976,0.3384143894196511
0.023976023976023976,0.3384143894196511
0.024975024975024976,0.3384143894196511
0.025974025974025976,0.3384143894196511
0.026973026973026972,0.3384143894196511
0.027972027972027972,0.3384143894205373
0.028971028971028972,0.33841438941993923
0.02997002997002997,0.3384144966153145
0.030969030969030968,0.3384145493115964
0.03196803196803197,0.33841462015174945
0.03296703296703297,0.3384149567805438
0.03396603396603397,0.3384149468141192
0.03496503496503497,0.3384149468142618
0.03596403596403597,0.33841494681425727
0.03696303696303696,0.33841494681424744
0.03796203796203796,0.33841494681424306
0.03896103896103896,0.3384149468142433
0.03996003996003996,0.3384149468142433
0.04095904095904096,0.3384149468142433
0.04195804195804196,0.3384149468142433
0.04295704295704296,0.3384149468142433
0.04395604395604395,0.3384149468142465
0.04495504495504495,0.33841494681424616
0.04595404595404595,0.33841494681424616
0.04695304695304695,0.33841494684350354
0.04795204795204795,0.33841494682190904
0.04895104895104895,0.33841494690722573
0.04995004995004995,0.33841494690746005
0.05094905094905095,0.33841494690746304
0.05194805194805195,0.33841494690765717
0.052947052947052944,0.33841494690863366
0.053946053946053944,0.33841494690859986
0.054945054945054944,0.3384149469086064
0.055944055944055944,0.33841494690859786
0.056943056943056944,0.3384149469085952
0.057942057942057944,0.3384149469085951
0.058941058941058944,0.338414946908572
0.05994005994005994,0.3384149469085816
0.060939060939060936,0.33841494690858326
0.061938061938061936,0.338414946908585
0.06293706293706294,0.3384149469085854
0.06393606393606394,0.3384149469085854
0.06493506493506493,0.3384149469085854
0.06593406593406594,0.3384149469085854
0.06693306693306693,0.33841494690858603
0.06793206793206794,0.3384149469085758
0.06893106893106893,0.3384149469085766
0.06993006993006994,0.3384149469085766
0.07092907092907093,0.33841494690857643
0.07192807192807193,0.33841494690857643
0.07292707292707293,0.33841494690857643
0.07392607392607392,0.33841494690857643
0.07492507492507493,0.33841494690857643
0.07592407592407592,0.33841494690857643
0.07692307692307693,0.33841494690857643
0.07792207792207792,0.3384149469085765
0.07892107892107893,0.3384149469085765
0.07992007992007992,0.3384149469085765
0.08091908091908091,0.3384149469085765
0.08191808191808192,0.3384149469085765
0.08291708291708291,0.3384149469085765
0.08391608391608392,0.3384149469085765
0.08491508491508491,0.3384149469085765
0.08591408591408592,0.3384149469085765
0.08691308691308691,0.3384149469085765
0.0879120879120879,0.3384149469085765
0.08891108891108891,0.3384149469085765
0.0899100899100899,0.3384149469085765
0.09090909090909091,0.3384149469085765
0.0919080919080919,0.3389734733328168
0.09290709290709291,0.33897384305865524
0.0939060939060939,0.33897375309836153
0.09490509490509491,0.33897378918450766
0.0959040959040959,0.33897345696586656
0.0969030969030969,0.3389736158868103
0.0979020979020979,0.33897350843159896
0.0989010989010989,0.33897321635435007
0.0999000999000999,0.33886594896658606
0.1008991008991009,0.3388745039497664
0.1018981018981019,0.33887308497899854
0.1028971028971029,0.3388730882129703
0.1038961038961039,0.3388728161470189
0.1048951048951049,0.34263653341078293
0.10589410589410589,0.34999632421418164
0.1068931068931069,0.34999632421537097
0.10789210789210789,0.34999632421435833
0.1088911088911089,0.34999632421418986
0.10989010989010989,0.3499963798527374
0.1108891108891109,0.34999654139174236
0.11188811188811189,0.35517883481315027
0.11288711288711288,0.3551788348131086
0.11388611388611389,0.3551788348131076
0.11488511488511488,0.35517894481199264
0.11588411588411589,0.35924786975997625
0.11688311688311688,0.35924750872344496
0.11788211788211789,0.359266458311836
0.11888111888111888,0.36126715165985684
0.11988011988011987,0.3614145781844829
0.12087912087912088,0.3663018067874927
