p,q,err2
-0.372779625774683,-0.188785226749,1.98274751995187
0.788734429855807,-0.122044103962932,5.82938373616879
0.427069929107124,-0.289313771127829,5.43188002154055
-0.47845766243302,-0.725656598989076,9.26205976419375
-0.30063179687851,0.741568210397052,4.06779136541413
0.140582386460162,0.354258547642544,3.29120442626798
0.659461622074706,0.23790116837688,5.8054376929309
0.0895625797208245,0.578467046261619,3.53025622069625
0.578394476432503,-0.608445035839325,6.2037854604749
-0.312863792493715,-0.47370360511746,3.41585348608703
0.121096453501345,-0.0762350697451836,7.37647017538048
-0.337465057449374,0.0497553211044466,4.24374118114315
0.481501442754241,-0.131709822925955,3.73748130389484
0.576291239793192,0.409218915840901,6.26520047639495
-0.83544650825262,-0.880869358754419,13.7713028091554
0.454974002911859,-0.489519917999223,6.41487581439504
0.232356996917431,0.511399550653954,3.18306752803421
0.10899747767,-0.340839389743411,6.88900251225172
-0.157185952182449,0.666683969352217,3.91408978397401
0.659156160721261,0.0911232285765433,5.10547571874256
0.122468583636855,0.732754493070378,3.99744567446403
-0.28326123905002,-0.101147867941534,4.16819823474968
0.407550802846176,-0.687595696055874,4.25865782767848
-0.530079654464497,0.53150370705084,6.72265703410557
-0.1981578577749,-0.184136922252784,5.12849961762721
-0.630252413457828,-0.39095906918585,6.9038433902914
-0.130135731784438,-0.0758685574304661,7.07365109357747
0.708095123443501,-0.0731106471025385,4.93942522881777
-0.614822469804106,0.140520065880476,3.70644682487486
-0.0292849146987192,-0.549408859976492,3.06480592296779
0.170819666907674,0.900968439517797,9.26763443915082
-0.680669244457903,0.177145375805091,3.67666560069854
-0.867570918741441,-0.479093297222323,7.65281543691487
-0.912954261784362,-0.281228215759391,9.2303860194598
0.632091821383292,0.684092300243075,6.41394612263604
0.508033600444124,0.162985336783246,2.76015922885328
0.469825371380797,-0.044850846038915,3.62603321900495
-0.54365541131742,0.484935135474152,6.81616586445111
-0.313940850589018,0.530674848415012,5.29254084471534
-0.480680400918993,0.446221085726422,6.66921749139932
0.658985511875956,0.675922020638515,5.66700661356542
-0.390191936429058,0.596308643791087,5.30083572327089
0.0567609805584129,0.479066725121417,2.93996455286369
-0.0657624089176796,-0.435388278542989,4.31916087517484
-0.477533561981703,-0.279224649113705,3.39554618055682
-0.716328017996769,-0.297774380070568,7.09556427181401
-0.135646059177224,-0.0188460330270582,7.28484020900907
0.522084765536708,-0.91741681737324,2.74131217394835
-0.0386032639465886,0.561627784485895,3.19761873476404
-0.219998615987869,-0.880731642769103,9.1285783650065
0.180414135034212,-0.118736203393073,6.84442231755691
0.556105082908089,0.0582241163899729,2.83832394112407
-0.577256121410274,-0.157723004607977,4.22913544032358
-0.0269379602173446,-0.000224382243349974,7.92838474817231
0.611632434896259,-0.0740525730257875,3.38582854943203
0.313219028857789,0.488427056028907,3.77503731723988
0.235794464029937,0.368640997930174,1.26618385626748
-0.253161924852995,0.130494116993182,6.31254087930799
-0.153124206174441,0.155540611348071,7.423802947161
-0.199794059441615,-0.0516225074524327,6.24340394132228
0.407569004335208,0.580086888057519,6.23357916418529
0.726796147635214,0.501466032520476,6.76016329159007
-0.254194787179869,0.475826075699124,5.80781878250502
0.342534564579671,-0.473762953282653,5.79265833308001
-0.307709808152326,0.148767269134783,5.46532234203187
-0.263003465175949,0.472433276976829,5.80460707062316
-0.330038103364651,0.526697180008327,5.3465456094956
-0.50482840567766,0.275094457751132,5.47829907775327
0.188267307749812,0.617911628480009,3.9517919614207
0.380676593399431,-0.0428757651929167,3.83479976230547
0.357807999430553,-0.265542669777729,5.25820322124782
0.323686951493148,-0.466988974073286,5.66435898100986
-0.147944441383422,-0.452999828190111,2.46064234493137
0.291699267002887,0.0557261848063373,3.70200601354995
0.154173196230262,-0.855566654318975,4.1804701822995
0.673970628740656,-0.665240060496586,5.44760431204355
-0.182860312425861,-0.421664825344168,2.22066640089003
-0.22845485111633,-0.290627808001526,3.18111848994496
0.70223414014409,-0.215959668029919,3.80220719204335
-0.629989553415008,-0.482104464667929,7.31098881610673
0.00334501704188217,-0.25672533058946,7.1145469411428
0.150504707751769,0.709105036131465,3.99583899232531
-0.369507905897653,-0.371237231750038,3.02521133471734
0.327859652211028,-0.533241202428311,5.37026771537385
0.684809099254135,0.138576284292912,5.66500689758095
-0.343148337253769,-0.245502016931711,1.22594954877764
0.340664283133564,-0.270400026682665,5.28352897427725
0.572538505142448,-0.294638544309776,4.93006740189122
-0.0982806576051342,0.417183864459821,5.91137187974239
-0.654692115618113,0.0110491151113229,4.5178773504663
-0.632397331622936,-0.726939081095642,7.61209567259821
-0.37146106147123,0.0838710850314164,4.04754104242344
-0.300861719721418,-0.160365410717933,3.10600862914387
0.59952114384968,0.650177858977289,7.1061638775044
0.609672307953667,-0.155356739027217,3.57185408628446
-0.239265244219474,-0.017423519909297,5.79176683985424
-0.236998497069392,0.535558759187677,5.36407814719572
0.3687798069425,-0.0342187483858449,3.83305808528966
-0.672801650123222,0.136646610674657,3.85454573465435
-0.503239496587073,0.248633745868714,5.16181893280426
