x,Q,Ploss
2,0.24,1.23743727505264
2,0.25,1.23710406906184
2,0.26,1.23679093587992
2,0.27,1.23649787309039
2,0.28,1.23622487827736
2,0.29,1.23597194902537
2,0.3,1.23573908291966
2,0.31,1.23552627754571
2,0.32,1.23533353048968
2,0.33,1.23516083933825
2,0.34,1.23500820167846
2,0.35,1.23487561509792
2,0.36,1.23476307718492
2,0.37,1.23467058552791
2,0.38,1.23459813771612
2,0.39,1.2345457313394
2,0.4,1.23451336398778
2,0.41,1.2345010332519
2,0.42,1.23450873672298
2,0.43,1.23453647199279
2,0.44,1.23458423665348
2,0.45,1.23465202829771
2,0.46,1.23473984451869
2,0.47,1.23484768291031
2,0.48,1.2349755410665
2,0.49,1.23512341658241
3,0,1.25146235315838
3,0.01,1.25024472299769
3,0.02,1.24905738626123
3,0.03,1.24790033745258
3,0.04,1.24677357107682
3,0.05,1.245677081641
3,0.06,1.24461086365396
3,0.07,1.24357491162609
3,0.08,1.24256922006962
3,0.09,1.24159378349863
3,0.1,1.24064859642877
3,0.11,1.23973365337747
3,0.12,1.23884894886394
3,0.13,1.23799447740895
3,0.14,1.23717023353538
3,0.15,1.23637621176753
3,0.16,1.2356124066315
3,0.17,1.23487881265516
3,0.18,1.23417542436823
3,0.19,1.23350223630196
3,0.2,1.23285924298943
3,0.21,1.2322464389654
3,0.22,1.23166381876633
3,0.23,1.23111137693066
3,0.24,1.23058910799837
3,0.25,1.23009700651094
3,0.26,1.22963506701215
3,0.27,1.22920328404677
3,0.28,1.22880165216207
3,0.29,1.22843016590653
3,0.3,1.22808881983039
3,0.31,1.22777760848577
3,0.32,1.22749652642668
3,0.33,1.22724556820831
3,0.34,1.22702472838824
3,0.35,1.22683400152512
3,0.36,1.22667338217969
3,0.37,1.22654286491456
3,0.38,1.22644244429359
3,0.39,1.22637211488271
3,0.4,1.22633187124955
3,0.41,1.22632170796326
3,0.42,1.22634161959491
3,0.43,1.22639160071722
3,0.44,1.22647164590439
3,0.45,1.22658174973275
3,0.46,1.22672190678009
3,0.47,1.22689211162593
3,0.48,1.22709235885151
3,0.49,1.22732264303993
4,0,1.25146235315838
4,0.01,1.24984671010436
4,0.02,1.24827158649908
4,0.03,1.24673697251473
4,0.04,1.24524285832742
4,0.05,1.24378923411775
4,0.06,1.24237609007038
4,0.07,1.24100341637393
4,0.08,1.23967120322151
4,0.09,1.23837944081005
4,0.1,1.23712811934095
4,0.11,1.23591722901951
4,0.12,1.23474676005547
4,0.13,1.23361670266225
4,0.14,1.23252704705795
4,0.15,1.23147778346437
4,0.16,1.23046890210771
4,0.17,1.22950039321829
4,0.18,1.22857224703055
4,0.19,1.22768445378287
4,0.2,1.2268370037179
4,0.21,1.22602988708272
4,0.22,1.22526309412802
4,0.23,1.22453661510884
4,0.24,1.2238504402844
4,0.25,1.22320455991802
4,0.26,1.22259896427695
4,0.27,1.22203364363282
4,0.28,1.22150858826132
4,0.29,1.22102378844196
4,0.3,1.22057923445887
4,0.31,1.22017491659963
4,0.32,1.21981082515642
4,0.33,1.21948695042554
4,0.34,1.21920328270707
4,0.35,1.21895981230535
4,0.36,1.21875652952891
4,0.37,1.21859342469005
4,0.38,1.21847048810544
4,0.39,1.21838771009587
4,0.4,1.21834508098594
4,0.41,1.21834259110459
4,0.42,1.21838023078473
4,0.43,1.21845799036323
4,0.44,1.21857586018126
4,0.45,1.21873383058392
4,0.46,1.2189318919204
4,0.47,1.21917003454402
4,0.48,1.21944824881201
4,0.49,1.21976652508581
5,0,1.25146235315838
5,0.01,1.24945264318201
5,0.02,1.24749374139731
5,0.03,1.24558563236092
5,0.04,1.2437283006376
5,0.05,1.24192173080021
5,0.06,1.24016590743001
5,0.07,1.23846081511629
5,0.08,1.23680643845667
5,0.09,1.23520276205692
5,0.1,1.2336497705308
5,0.11,1.23214744850044
5,0.12,1.23069578059596
5,0.13,1.22929475145605
5,0.14,1.22794434572694
5,0.15,1.22664454806344
5,0.16,1.22539534312834
5,0.17,1.22419671559245
5,0.18,1.22304865013499
5,0.19,1.2219511314432
5,0.2,1.22090414421229
5,0.21,1.21990767314555
5,0.22,1.21896170295473
5,0.23,1.21806621835933
5,0.24,1.21722120408695
5,0.25,1.2164266448734
5,0.26,1.21568252546247
5,0.27,1.21498883060656
5,0.28,1.21434554506495
5,0.29,1.21375265360608
5,0.3,1.21321014100597
5,0.31,1.2127179920488
5,0.32,1.21227619152675
5,0.33,1.21188472423997
5,0.34,1.21154357499676
5,0.35,1.21125272861344
5,0.36,1.21101216991417
5,0.37,1.21082188373144
5,0.38,1.21068185490521
5,0.39,1.21059206828414
5,0.4,1.21055250872436
5,0.41,1.21056316109028
5,0.42,1.210624010254
5,0.43,1.21073504109575
5,0.44,1.21089623850398
5,0.45,1.2111075873746
5,0.46,1.21136907261183
5,0.47,1.21168067912788
5,0.48,1.21204239184262
5,0.49,1.21245419568397
6,0,1.25146235315838
6,0.01,1.24906253044976
6,0.02,1.24672386654768
6,0.03,1.24444633908859
6,0.04,1.24222992572348
6,0.05,1.2400746041174
6,0.06,1.23798035194988
6,0.07,1.23594714691468
6,0.08,1.23397496671957
6,0.09,1.23206378908695
6,0.1,1.23021359175301
6,0.11,1.22842435246877
6,0.12,1.22669604899878
6,0.13,1.22502865912213
6,0.14,1.22342216063193
6,0.15,1.2218765313357
6,0.16,1.22039174905483
6,0.17,1.21896779162496
6,0.18,1.21760463689596
6,0.19,1.21630226273157
6,0.2,1.21506064700974
6,0.21,1.2138797676227
6,0.22,1.21275960247635
6,0.23,1.21170012949107
6,0.24,1.21070132660108
6,0.25,1.20976317175455
6,0.26,1.20888564291382
6,0.27,1.20806871805508
6,0.28,1.20731237516878
6,0.29,1.20661659225919
6,0.3,1.20598134734449
6,0.31,1.20540661845676
6,0.32,1.20489238364244
6,0.33,1.20443862096146
6,0.34,1.20404530848792
6,0.35,1.20371242430954
6,0.36,1.20343994652846
6,0.37,1.2032278532601
6,0.38,1.20307612263419
6,0.39,1.20298473279401
6,0.4,1.20295366189703
6,0.41,1.20298288811436
6,0.42,1.20307238963085
6,0.43,1.20322214464531
6,0.44,1.2034321313703
6,0.45,1.20370232803205
6,0.46,1.20403271287087
6,0.47,1.20442326414043
6,0.48,1.2048739601084
6,0.49,1.20538477905631
7,0,1.25146235315838
7,0.01,1.24867637998468
7,0.02,1.24596197724893
7,0.03,1.24331911434345
7,0.04,1.24074776068346
7,0.05,1.23824788570699
7,0.06,1.23581945887502
7,0.07,1.23346244967116
7,0.08,1.23117682760194
7,0.09,1.22896256219676
7,0.1,1.22681962300758
7,0.11,1.22474797960921
7,0.12,1.222747601599
7,0.13,1.22081845859714
7,0.14,1.21896052024656
7,0.15,1.21717375621241
7,0.16,1.21545813618279
7,0.17,1.21381362986847
7,0.18,1.21224020700236
7,0.19,1.2107378373402
7,0.2,1.20930649066015
7,0.21,1.20794613676285
7,0.22,1.20665674547171
7,0.23,1.20543828663197
7,0.24,1.20429073011171
7,0.25,1.20321404580141
7,0.26,1.20220820361368
7,0.27,1.20127317348361
7,0.28,1.20040892536868
7,0.29,1.19961542924858
7,0.3,1.19889265512518
7,0.31,1.19824057302303
7,0.32,1.19765915298821
7,0.33,1.19714836508957
7,0.34,1.19670817941786
7,0.35,1.19633856608626
7,0.36,1.19603949522975
7,0.37,1.1958109370056
7,0.38,1.19565286159318
7,0.39,1.19556523919385
7,0.4,1.19554804003115
7,0.41,1.19560123435055
7,0.42,1.19572479241945
7,0.43,1.19591868452714
7,0.44,1.19618288098531
7,0.45,1.19651735212717
7,0.46,1.19692206830795
7,0.47,1.19739699990486
7,0.48,1.19794211731664
7,0.49,1.19855739096436
8,0,1.25146235315838
8,0.01,1.24829419972193
8,0.02,1.24520808850855
8,0.03,1.24220397932233
8,0.04,1.239281832002
8,0.05,1.23644160642056
8,0.06,1.23368326248529
8,0.07,1.23100676013794
8,0.08,1.22841205935446
8,0.09,1.22589912014508
8,0.1,1.22346790255397
8,0.11,1.22111836665979
8,0.12,1.2188504725752
8,0.13,1.21666418044659
8,0.14,1.21455945045508
8,0.15,1.21253624281494
8,0.16,1.21059451777512
8,0.17,1.20873423561776
8,0.18,1.20695535665945
8,0.19,1.20525784125049
8,0.2,1.20364164977477
8,0.21,1.20210674264992
8,0.22,1.20065308032732
8,0.23,1.19928062329213
8,0.24,1.19798933206299
8,0.25,1.19677916719226
8,0.26,1.19565008926545
8,0.27,1.19460205890211
8,0.28,1.1936350367549
8,0.29,1.19274898350995
8,0.3,1.19194385988691
8,0.31,1.19121962663847
8,0.32,1.19057624455091
8,0.33,1.19001367444356
8,0.34,1.18953187716931
8,0.35,1.18913081361364
8,0.36,1.18881044469574
8,0.37,1.18857073136763
8,0.38,1.18841163461428
8,0.39,1.18833311545411
8,0.4,1.1883351349379
8,0.41,1.18841765415
8,0.42,1.18858063420737
8,0.43,1.18882403625959
8,0.44,1.18914782148941
8,0.45,1.18955195111221
8,0.46,1.19003638637639
8,0.47,1.19060108856266
8,0.48,1.1912460189847
8,0.49,1.19197113898851
9,0,1.25146235315838
9,0.01,1.24791599745635
9,0.02,1.2444622150449
9,0.03,1.2411009547767
9,0.04,1.23783216555433
9,0.05,1.23465579632969
9,0.06,1.23157179610378
9,0.07,1.22858011392665
9,0.08,1.22568069889785
9,0.09,1.2228735001659
9,0.1,1.2201584669281
9,0.11,1.2175355484309
9,0.12,1.21500469396963
9,0.13,1.21256585288819
9,0.14,1.21021897457967
9,0.15,1.20796400848529
9,0.16,1.20580090409529
9,0.17,1.20372961094821
9,0.18,1.20175007863113
9,0.19,1.19986225677972
9,0.2,1.19806609507777
9,0.21,1.19636154325722
9,0.22,1.19474855109882
9,0.23,1.19322706843069
9,0.24,1.19179704512975
9,0.25,1.19045843112032
9,0.26,1.18921117637516
9,0.27,1.18805523091458
9,0.28,1.18699054480703
9,0.29,1.18601706816837
9,0.3,1.18513475116252
9,0.31,1.18434354400068
9,0.32,1.18364339694188
9,0.33,1.18303426029269
9,0.34,1.18251608440677
9,0.35,1.18208881968559
9,0.36,1.18175241657755
9,0.37,1.18150682557865
9,0.38,1.18135199723184
9,0.39,1.1812878821273
9,0.4,1.18131443090215
9,0.41,1.18143159424074
9,0.42,1.18163932287418
9,0.43,1.1819375675804
9,0.44,1.18232627918434
9,0.45,1.18280540855745
9,0.46,1.18337490661815
9,0.47,1.18403472433113
9,0.48,1.18467248072046
9,0.49,1.18551377650732
